name,phone_numbers,officialPhone,email,websites,officialWebsite,facebookLink,address_line1,address_line2,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,facilityTypeId,operatorTypeId,description,specialties,procedure,equipment,capability,distinct_social_media_presence_count,affiliated_staff_presence,custom_logo_presence,engagement_metrics_n_followers,engagement_metrics_n_likes,engagement_metrics_n_engagements,latitude,longitude
Clinic India,"[""+919433334938""]",+919433334938,care@clinicindia.in,"[""https://www.justdial.com/Kolkata/Clinic-India-Opp-Khidderpore-Employment-Exchange-Khidirpur/033PXX33-XX33-190814140106-C2H5_BZDET"",""https://www.clinicindia.in/"",""https://www.facebook.com/147709211759808"",""clinicindia.in""]",clinicindia.in,https://www.facebook.com/147709211759808,"48b, Karl Marx Sarani",Khidderpore,Khidirpur,West Bengal,700023.0,India,IN,clinic,private,"Diagnostic clinic providing accurate tests, home collection services, and specialized ECG testing.","[""familyMedicine"",""cardiology""]","[""Home collection of samples for diagnostic testing"",""Electrocardiogram (ECG) testing""]","[""Digital lab for comprehensive pathological tests""]","[""Based in Kolkata, West Bengal"",""Outpatient diagnostic clinic and polyclinic services"",""Home collection of samples seven days a week"",""Provides diagnostic testing and a wide range of medical tests"",""Dedicated team of doctors available every day"",""Offers online booking""]",1.0,null,null,5.0,4.0,1.0,22.53834152221670,88.3189544677734
Clinic of Dr. Gaganjot Kaur,"[""+919888996694""]",null,null,"[""https://www.lybrate.com/ludhiana/doctor/dr-gaganjot-kaur-dermatologist""]",null,https://www.facebook.com/112382503502108,631-l Model Town,null,Ludhiana,Punjab,141001.0,India,IN,clinic,null,"Clinic of Dr. Gaganjot Kaur, dermatology clinic led by Dr. Gaganjot Kaur in Ludhiana.","[""familyMedicine"",""dermatology""]",[],[],"[""Outpatient dermatology clinic located in Ludhiana"",""Dermatosurgery is an available treatment area at the clinic""]",null,false,true,null,null,null,30.88990020751950,75.8374786376953
Clinic of Dr. Harish Raheja,"[""+919779777247""]",null,null,"[""http://www.DrHarishRaheja.in/"",""https://www.lybrate.com/ganganagar/doctor/dr-harish-raheja-podiatrist""]",http://www.DrHarishRaheja.in/,https://www.facebook.com/1812084345748184,"A-1, Madan Vihar",Sukhadia Marg,Sri Ganganagar,Rajasthan,335001.0,India,IN,clinic,private,"Podiatrist Dr. Harish Raheja clinic in Sri Ganganagar, Rajasthan.","[""familyMedicine"",""podiatry""]",[],[],"[""Offers clinic appointments for podiatry"",""Podiatry services provided by Dr. Harish Raheja""]",null,false,null,null,null,null,29.91823577880850,73.8819580078125
Clinic of Dr. Kalyanashish Das ( Dr. K.Das),"[""+919718395738""]",null,null,"[""https://www.lybrate.com/delhi/doctor/dr-k-das-pediatrician""]",null,https://www.facebook.com/511315502973935,D-755,Chittaranjan Park,New Delhi,Delhi,110019.0,India,IN,clinic,null,"Clinic of Dr. Kalyanashish Das ( Dr. K.Das ) in Delhi, specializing in pediatrics.","[""pediatrics"",""familyMedicine""]",null,null,null,null,null,null,null,null,null,28.53784179687500,77.2530517578125
Clinica Cure Hospital,"[""+919263397076""]",+919263397076,clinicacure2022@gmail.com,"[""https://www.justdial.com/Ranchi/Clinica-Cure-Hospital-Beside-Shirdi-Sai-Hospital-Gandhi-Vihar-Bariatu/0651PX651-X651-230517182402-B3X1_BZDET"",""https://clinicacure.com/doctors/"",""https://www.facebook.com/110815951841332"",""https://www.instagram.com/p/DFwqYkQNrMV/"",""https://clinicacure.com/"",""clinicacure.com"",""https://www.justdial.com/Ranchi/Dental-Restoration-Services/nct-11947418""]",clinicacure.com,https://www.facebook.com/110815951841332,"Kiran Enclave Po, Beside Shirdi Sai Hospital Gandhi Vihar, Behind Vishal Mega Mart, Gandhi Vihar",Bariatu,Ranchi,Jharkhand,834009.0,India,IN,hospital,private,"Hospital offering comprehensive healthcare services with skilled doctors, easy appointments, and rapid emergency response.","[""pediatrics"",""criticalCareMedicine"",""neurology"",""familyMedicine"",""gastroenterology"",""internalMedicine"",""generalSurgery"",""emergencyMedicine""]",[],[],"[""Offers consultations and emergency services"",""Operates 24/7 emergency services"",""Departments include general surgery, anaesthesia and critical care, paediatrics, obstetrics and gynaecology, general medicine, plastic surgery, neurosurgery, urology, orthopaedics, microbiology, preventive medicine, dental surgery, and ophthalmology"",""Operates 24x7 Emergency OPD and on-site pharmacy"",""Provides 24/7 emergency care"",""Comprehensive multi-specialist healthcare destination in Ranchi"",""Dr. Aftab Alam is the Director of Clinicacure Hospital, Ranchi"",""Dr. Aftab Alam is a General Physician and Intensivist"",""Offers 24/7 emergency care"",""Has been in operation for 3 years""]",null,null,null,null,null,null,23.40140533447260,85.3576278686523
Clinica Dental Kochi,"[""+919072332580"",""+919946102580""]",+919072332580,clinicadentalkochi@gmail.com,"[""clinicadentalkochi.in"",""https://www.facebook.com/clinicadentalkochi/"",""https://www.clinicadentalkochi.in/about/"",""https://www.justdial.com/Ernakulam/Clinica-Dental-Kochi-Next-Online-It-Shop-Kochi-Mg-Road/0484PX484-X484-170930202447-H5N9_BZDET"",""http://www.clinicadentalkochi.in/"",""https://www.practo.com/ernakulam/clinic/clinica-dental-kochi-poothrikka"",""https://chotu.com/local/dental-clinics-in-ernakulam-kerala-india/ct-18417607/""]",clinicadentalkochi.in,https://www.facebook.com/1304463972931956,Santhi Ln,Ravipuram,Ernakulam,Kerala,682016.0,India,IN,clinic,private,Specialized dental clinic offering endodontic services for patients by Dr. Krishnan Hari.,"[""familyMedicine"",""orthodontics"",""prosthodontics"",""endodontics"",""dentistry""]","[""Ceramic laminates/veneers (indirect restorations)"",""Teeth whitening procedures"",""Veneers"",""Braces"",""Dental implants"",""Root canal treatment"",""Teeth whitening"",""Crowns and bridges"",""Restorative / Aesthetic dental treatments"",""Tooth-colored fillings"",""Inlays and onlays (indirect restorations)"",""Laser dentistry""]","[""Dental chair""]","[""Dental care provider offering restorative/aesthetic and endodontic (root canal) treatments"",""Specialized dental clinic offering endodontic services"",""Procedures performed by specialists with years of training"",""Has a full-time general dentist on staff""]",0.0,true,true,0.0,0.0,0.0,9.95840072631836,76.2902526855468
Clinica Diagnostics,"[""+916292253121"",""+918460416323""]",+918460416323,clinica.kolkata@gmail.com,"[""https://www.justdial.com/Kolkata/Diagnostic-Centres-in-Noapara/nct-10159446"",""https://www.justdial.com/Kolkata/Eeg-Centres/nct-10180537"",""https://g.co/kgs/MYPy7s2"",""https://www.justdial.com/Kolkata/Clinics-in-Bediapara/nct-10101647/page-4"",""https://www.facebook.com/102026279180091"",""clinicalife.in""]",clinicalife.in,https://www.facebook.com/102026279180091,"886 B/1, Krishnanagar Road, Lila Bhaban",Noapara,Kolkata,West Bengal,700126.0,India,IN,clinic,private,"Clinica Diagnostics Ad (Justdial listing) located at Barasat Navapally, Kolkata. Services include Stress Test / TMT, Holter Monitoring 24 Hour, ECG.","[""radiology"",""familyMedicine"",""cardiology"",""clinicalPathology"",""pathology""]","[""Holter monitoring for 24 hours"",""Stress Test / TMT"",""Performs ultrasound imaging (USG)"",""Performs electrocardiography (ECG)"",""Performs echocardiography (ECHO)"",""Offers comprehensive blood testing services"",""Performs X-ray imaging"",""Electrocardiogram (ECG) testing""]","[""Ultrasound (USG) machine"",""X-ray machine"",""ECG machine"",""Echocardiography equipment""]","[""Offers USG, X-ray, ECG, ECHO and blood testing services"",""NABL accredited diagnostic centre"",""Has 5 years in healthcare"",""Operates in Barasat, Chakdaha, Dankuni, Raniganj and Kolkata"",""Clinica Diagnostics operates a diagnostic center in Barasat Navapally, Kolkata""]",1.0,true,true,2600.0,399.0,0.0,22.73436927795410,88.4813079833984
Clinica Health,"[""+917595838844""]",+917595838844,purnendu.bh@gmail.com,"[""https://about.me/clinicahealth"",""https://www.clinicahealth.in/"",""https://www.linkedin.com/company/clinica-health-kolkata"",""clinicahealth.in"",""https://www.facebook.com/clinicahealthkolkata/"",""https://www.clinicahealth.in/book-appointment/""]",clinicahealth.in,https://www.facebook.com/2115049698743688,"Iris Hospital, 82/1",null,Kolkata,West Bengal,700032.0,India,IN,clinic,private,"Clinica Health was started by Dr. Purnendu Bhowmik with the aim of providing affordable surgeries. Cutting-edge technologies and advancements in medical science have been out of reach of the common people. Clinica Health was created to bridge the gap between affordability and quality surgery. Dr. Purnendu Bhowmik is a proficient laparoscopic surgeon, with the necessary expertise and skill to tackle a variety of surgeries like laser, laparoscopy, non-cancer, cancer and scarless surgeries. This makes Clinica Health a one-of-a-kind health service that caters to people of all backgrounds in Kolkata. He is also a leading laparoscopic and gastrointestinal surgeon in Kolkata. He is also trained in LASER proctology and LASER surgery for varicose veins. An expert in several kinds of surgeries he used to work at Medica Superspeciality Hospital. Now he practices advanced laparoscopy, laser proctology, GI and GI Oncosurgery in various hospitals in Kolkata.","[""surgicalOncology"",""minimallyInvasiveSurgeryAndEndourology"",""colorectalSurgery"",""urology"",""vascularSurgery"",""familyMedicine"",""gastroenterology"",""generalSurgery""]","[""Offers scarless surgeries"",""Performs laparoscopic surgery"",""Performs laser surgery including laser proctology and laser treatment for varicose veins"",""Performs gastrointestinal (GI) and GI oncologic (GI-oncologic) surgeries"",""Uses scarless surgical techniques"",""Performs laparoscopic hernia repair"",""Offers laser circumcision""]","[""Laser equipment for laser-based surgical procedures"",""Laparoscopy equipment used for minimally invasive surgeries""]","[""Founded by Dr. Purnendu Bhowmik"",""Provides affordable surgeries"",""Company size 11-50 employees"",""Described as a leading centre for laparoscopic and scarless surgeries"",""Based in Kolkata, India"",""Privately held"",""Surgical centre based in Kolkata, West Bengal, India"",""Specializes in laparoscopic and scarless surgeries for various conditions"",""Specializes in laparoscopic surgery, laser proctology, GI surgery and GI oncologic surgery""]",1.0,true,null,32.0,null,null,22.48489952087400,88.3751754760742
Clinical Lab,"[""+919709038132""]",+919709038132,null,"[""http://www.onefivenine.com/india/Listing/Town/hospitals/Dumka/Dumka"",""https://www.facebook.com/104294131028013""]",null,https://www.facebook.com/104294131028013,Doctor Gali,null,Dumka,Jharkhand,814101.0,India,IN,clinic,null,Medical lab,"[""familyMedicine"",""clinicalPathology""]",[],[],[],1.0,true,false,0.0,0.0,0.0,24.26788902282710,87.2510986328125
Clinical Laboratory In Burrabazar,"[""+917074623053""]",+917074623053,psahay154@gmail.com,"[""https://www.facebook.com/104052387613750"",""clinicallab.in"",""http://www.clinicallab.in/""]",clinicallab.in,https://www.facebook.com/104052387613750,Butto Kristo Paul Avenue,null,Kolkata,West Bengal,700007.0,India,IN,hospital,null,All type of blood and urine test; home service available.,"[""internalMedicine""]",null,null,null,1.0,true,null,72.0,74.0,null,22.58586120605460,88.3567047119140
Clinical Laboratory Xray Clinic,"[""+914222312976""]",null,null,"[""https://www.facebook.com/134102800601588""]",null,https://www.facebook.com/134102800601588,Parumal Kovil Street,null,Coimbatore,Tamil Nadu,641045.0,India,IN,clinic,null,Medical Lab,"[""pathology"",""familyMedicine"",""internalMedicine""]",[],[],[],1.0,false,false,1.0,1.0,0.0,10.99638462066650,76.9931182861328
Clinicals Dental Care,"[""+918987417836""]",+918987417836,drrohitkrshaw@gmail.com,"[""https://www.justdial.com/Dhanbad/Clinicals-Dental-Care-Above-Doctor-Chang-Dental-Clinic-Bank-More/9999PX326-X326-180927150504-G5I4_BZDET"",""https://www.facebook.com/1788789911405109"",""https://www.facebook.com/clinicalsdentalcare/"",""https://www.justdial.com/Dhanbad/Clinicals-Dental-Care-Above-Doctor-Chang-Dental-Clinic-Bank-More/9999PX326-X326-180927150504-G5I4_BZDET/reviews"",""http://business.google.com/website/clinicals-dental-care"",""https://www.dhanbadonline.in/guide/dental-clinics-in-dhanbad"",""https://www.justdial.com/Dhanbad/Dr-Rohit-Kumar-Shaw-Clinicals-Dental-Care-Beside-Bhagwati-Complex/9999PX326-X326-230922121554-J8F9_BZDET"",""https://www.justdial.com/Dhanbad/Dr-Rohit-Kumar-Shaw-Clinicals-Dental-Care-Beside-Bhagwati-Complex/9999PX326-X326-230922121554-J8F9_BZDET/reviews"",""https://www.medindia.net/directories/hospitals/clinical-dental-care-dhanbad-jharkhand-61815.htm""]",http://business.google.com/website/clinicals-dental-care,https://www.facebook.com/1788789911405109,Laxmi Bhawan,"Above Doctor Chang Dental Clinic, Mithu Road, Bank More",Dhanbad,Jharkhand,826001.0,India,IN,dentist,private,Complete solutions for all Types of Oral & Dental problems,"[""familyMedicine"",""orthodontics"",""internalMedicine"",""prosthodontics"",""oralAndMaxillofacialSurgery"",""dentoalveolarSurgery"",""endodontics"",""dentistry""]","[""Provides orthodontic treatment with braces""]",[],"[""Dr. Rohit Kumar Shaw is a dentist with a BDS degree"",""Employs a dentist named Dr. Rohit Kumar Shaw at Clinical's Dental Care"",""Offers cosmetic dentistry services""]",5.0,true,false,null,null,null,23.78771591186520,86.4226074218750
Clinicare Path Lab Nagpur,"[""+919923560000""]",+919923560000,drvedantrathi@gmail.com,"[""https://www.facebook.com/ClinicarePathLab/photos/"",""https://www.facebook.com/311748076379831""]",null,https://www.facebook.com/311748076379831,"First Floor, Jasleen Hospital",Wardha Road Dhantoli,Nagpur,Maharashtra,411010.0,India,IN,clinic,private,Super speciality Pathology Laboratory,"[""familyMedicine"",""clinicalPathology""]",[],[],[],1.0,false,null,151.0,null,null,21.13681221008300,79.0790557861328
ClinicDr Maihroz Akhtar,"[""+919935575277""]",+919935575277,drmaihrozkhan48@gmail.com,"[""https://www.facebook.com/326153514966301""]",null,https://www.facebook.com/326153514966301,Rajapal Tanki Gulsane Madeena Wali Road Pandeymarket Pratapgarh,null,Bela Pratapgarh,Uttar Pradesh,null,India,IN,clinic,null,Health care clinic Dr maihroz akhtar,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,25.97516822814940,82.2069091796875
Clinician Care Hospital,"[""+914435023052"",""+917288972887""]",+917288972887,cliniciancareinfo@gmail.com,"[""https://www.facebook.com/137631776095770"",""https://www.facebook.com/p/Clinician-Care-Hospital-61551802108944/"",""https://cliniciancare.in/about-us/"",""https://cliniciancare.in/"",""https://www.whatclinic.com/doctors/india/tamil-nadu/clinician-care-hospital"",""https://clinictor.com/detail/clinician-care-hospital"",""cliniciancare.in"",""https://www.practo.com/chennai/clinic/city-clinic-pudupet-pudupet"",""https://www.justdial.com/Chennai/Clinician-Care-Hospital-Near-Chinthamani-Bus-Stop-Anna-Nagar-East/044PXX44-XX44-230305122039-X4K6_BZDET""]",cliniciancare.in,https://www.facebook.com/137631776095770,"No 64, C Block","Near Chinthamani Bus Stop, 1st Main Road",Chennai,Tamil Nadu,600102.0,India,IN,hospital,null,"Leading hospital delivering personalized, holistic care with top-notch doctors and state-of-the-art facilities.","[""maternalFetalMedicineOrPerinatology"",""spineNeurosurgery"",""nephrology"",""urology"",""otolaryngology"",""gastroenterology"",""internalMedicine"",""orthopaedics"",""psychiatry"",""endocrinologyAndDiabetesAndMetabolism"",""pediatrics"",""criticalCareMedicine"",""dermatology"",""rheumatology"",""neurosurgery"",""plasticSurgery"",""neurology"",""generalSurgery"",""neonatologyPerinatalMedicine"",""cardiology"",""emergencyMedicine"",""medicalOncology"",""anesthesia"",""radiology"",""familyMedicine"",""pulmonology"",""orthopedicSurgery"",""obstetricsAndGynaecology"",""radiationAndClinicalOncology"",""oralAndMaxillofacialSurgery"",""pathology""]","[""Chemonucleolysis"",""Revision Hip and Knee Arthroplasty"",""Deep Brain Stimulation"",""Epilepsy surgery"",""Aortic Aneurysm Surgery / Endovascular Repair"",""Peripheral Neuro surgery"",""Cerebrovascular Surgery"",""Brain Tumor Surgery"",""Functional Endoscopic Sinus Surgery - FESS""]","[""Wheel chair accessible car parking"",""Wheel chair accessible entrance and exit""]","[""Location: Anna Nagar East, Chennai"",""Offers specialties including Anesthesiology, Cardiology, Critical Care, Dermatology & Cosmetology, Diabetology, Emergency Medicine, ENT, Gastroenterology, General Medicine, General Surgery, Intensive Care, Maxillofacial Surgery, Medical Oncology, Neonatology & Paediatrics, Nephrology, Neurosurgery, Neurology, Obstetrics & Gynecology, Orthopaedics, Pathology, Physiotherapy, Plastic Surgery, Radiation and Clinical Oncology, Radiology, Rheumatology, Psychiatry, Pulmonology, Urology"",""Values are Trust, Care, and Service"",""Transparency is a core value and is embedded in operations"",""ENT clinic"",""Aims to provide world-class healthcare by integrating exceptional medical practices, top-tier physicians, state-of-the-art technology, and unparalleled clinical results"",""CIN: U85110TN2022PTC156134"",""Mutual trust and respect are emphasized in interactions with patients, families, healthcare professionals, and staff"",""Has 7 doctors on staff"",""Prioritizes affordability to make high-quality healthcare accessible to all""]",5.0,true,null,null,null,null,13.08968830108640,80.2220916748046
